locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_01931	CDS	1917				hypothetical protein
MBNEHJNM_01932	CDS	891	nirQ		COG0714	Denitrification regulatory protein NirQ
MBNEHJNM_01933	CDS	591	yojM		COG2032	Superoxide dismutase-like protein YojM
MBNEHJNM_01934	CDS	1242	cwlS	3.4.19.11	COG0791	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
MBNEHJNM_01935	CDS	1212	oleD_2	2.4.1.-		Oleandomycin glycosyltransferase
MBNEHJNM_01936	CDS	627	cdaS	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaS
MBNEHJNM_01937	CDS	111				hypothetical protein
MBNEHJNM_01938	CDS	1359	norM		COG0534	Multidrug resistance protein NorM
MBNEHJNM_01939	CDS	849	rsbRC		COG1366	RsbT co-antagonist protein RsbRC
MBNEHJNM_01940	CDS	666	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
MBNEHJNM_01941	CDS	351	yojF			putative protein YojF
MBNEHJNM_01942	CDS	279				hypothetical protein
MBNEHJNM_01943	CDS	897	rarD		COG2962	Protein RarD
MBNEHJNM_01944	CDS	465	gerT			Spore germination protein GerT
MBNEHJNM_01945	CDS	240				hypothetical protein
MBNEHJNM_01946	CDS	390				hypothetical protein
MBNEHJNM_01947	CDS	369				hypothetical protein
MBNEHJNM_01948	CDS	330	yodB_1		COG1733	HTH-type transcriptional regulator YodB
MBNEHJNM_01949	CDS	609	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
MBNEHJNM_01950	CDS	603	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
MBNEHJNM_01951	CDS	924	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
MBNEHJNM_01952	CDS	201				hypothetical protein
MBNEHJNM_01953	CDS	1491	yodF_2		COG0591	putative symporter YodF
MBNEHJNM_01954	CDS	1470				hypothetical protein
MBNEHJNM_01955	CDS	1443	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
MBNEHJNM_01956	CDS	726	yydK		COG2188	putative HTH-type transcriptional regulator YydK
MBNEHJNM_01957	CDS	1404	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
MBNEHJNM_01958	CDS	702	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
MBNEHJNM_01959	CDS	252				hypothetical protein
MBNEHJNM_01960	CDS	819	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
MBNEHJNM_01961	CDS	699	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
MBNEHJNM_01962	CDS	126				hypothetical protein
MBNEHJNM_01963	CDS	321				hypothetical protein
MBNEHJNM_01964	CDS	612	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
MBNEHJNM_01965	CDS	174				hypothetical protein
MBNEHJNM_01966	CDS	144				hypothetical protein
MBNEHJNM_01967	CDS	681				hypothetical protein
MBNEHJNM_01968	CDS	225				hypothetical protein
MBNEHJNM_01969	CDS	279				hypothetical protein
MBNEHJNM_01970	CDS	1422	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
MBNEHJNM_01971	CDS	867	yodP	2.3.1.-		N-acetyltransferase YodP
MBNEHJNM_01972	CDS	1302	ylmB_2	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
MBNEHJNM_01973	CDS	696	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
MBNEHJNM_01974	CDS	690	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
MBNEHJNM_01975	CDS	1332	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MBNEHJNM_01976	CDS	147				hypothetical protein
MBNEHJNM_01977	CDS	780				hypothetical protein
MBNEHJNM_01978	CDS	1272	spsA_1		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
MBNEHJNM_01979	CDS	300				hypothetical protein
MBNEHJNM_01980	CDS	432				hypothetical protein
MBNEHJNM_01981	CDS	957	ykvP		COG1388	Spore protein YkvP
MBNEHJNM_01982	CDS	1152	phy	3.1.3.8		3-phytase
MBNEHJNM_01983	CDS	426	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
MBNEHJNM_01984	CDS	177				hypothetical protein
MBNEHJNM_01985	CDS	258	yobA			putative protein YobA
MBNEHJNM_01986	CDS	375				hypothetical protein
MBNEHJNM_01987	CDS	1137	rapA_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
MBNEHJNM_01988	CDS	504	dinB_1	2.7.7.7		DNA polymerase IV
MBNEHJNM_01989	CDS	1413	baeB_2	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
MBNEHJNM_01990	CDS	1200	fccB	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
MBNEHJNM_01991	CDS	579	liaR_2		COG2197	Transcriptional regulatory protein LiaR
MBNEHJNM_01992	CDS	1074	nreB	2.7.13.3		Oxygen sensor histidine kinase NreB
MBNEHJNM_01993	CDS	639				hypothetical protein
MBNEHJNM_01994	CDS	243				hypothetical protein
MBNEHJNM_01995	CDS	561				hypothetical protein
MBNEHJNM_01996	CDS	690	yokI_3	3.1.-.-		putative ribonuclease YokI
MBNEHJNM_01997	CDS	1668				hypothetical protein
MBNEHJNM_01998	CDS	573	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
MBNEHJNM_01999	CDS	435	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
MBNEHJNM_02000	CDS	534	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
MBNEHJNM_02001	CDS	405	yusO_3			putative HTH-type transcriptional regulator YusO
MBNEHJNM_02002	CDS	567				hypothetical protein
MBNEHJNM_02003	CDS	756	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
MBNEHJNM_02004	CDS	624	ypmQ		COG1999	SCO1 protein 
MBNEHJNM_02005	CDS	252				hypothetical protein
MBNEHJNM_02006	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MBNEHJNM_02007	CDS	993	atoC		COG2204	Regulatory protein AtoC
MBNEHJNM_02008	CDS	639				hypothetical protein
MBNEHJNM_02009	CDS	624				hypothetical protein
MBNEHJNM_02010	CDS	486	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
MBNEHJNM_02011	CDS	795	thyA2	2.1.1.45	COG0207	Thymidylate synthase 2
MBNEHJNM_02012	CDS	609				hypothetical protein
MBNEHJNM_02013	CDS	771	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MBNEHJNM_02014	CDS	435				hypothetical protein
MBNEHJNM_02015	CDS	1677	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MBNEHJNM_02016	CDS	1134				hypothetical protein
MBNEHJNM_02017	CDS	645	yedJ		COG1418	putative protein YedJ
MBNEHJNM_02018	CDS	489	bsaA			Glutathione peroxidase BsaA
MBNEHJNM_02019	CDS	909	metAA	2.3.1.31		Homoserine O-acetyltransferase
MBNEHJNM_02020	CDS	1143	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
MBNEHJNM_02021	CDS	201	cspD		COG1278	Cold shock protein CspD
MBNEHJNM_02022	CDS	183	degR			Regulatory protein DegR
MBNEHJNM_02023	CDS	258				hypothetical protein
MBNEHJNM_02024	CDS	183				hypothetical protein
MBNEHJNM_02025	CDS	672	rnhA_1	3.1.26.4		Ribonuclease H
MBNEHJNM_02026	CDS	681	yhhQ		COG1738	Queuosine precursor transporter
MBNEHJNM_02027	CDS	396	rnhA_2		COG0328	14.7 kDa ribonuclease H-like protein
MBNEHJNM_02028	CDS	129	sspL			Small, acid-soluble spore protein L
MBNEHJNM_02029	CDS	888	ypcP	3.1.11.-	COG0258	5'-3' exonuclease
MBNEHJNM_02030	CDS	144				hypothetical protein
MBNEHJNM_02031	CDS	258				hypothetical protein
MBNEHJNM_02032	CDS	3579		3.6.5.5	COG0699	Bacterial dynamin-like protein
MBNEHJNM_02033	CDS	507				hypothetical protein
MBNEHJNM_02034	CDS	1101		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
MBNEHJNM_02035	CDS	609				hypothetical protein
MBNEHJNM_02036	CDS	309	atl		COG3695	DNA base-flipping protein
MBNEHJNM_02037	CDS	270				hypothetical protein
MBNEHJNM_02038	CDS	585				hypothetical protein
MBNEHJNM_02039	CDS	567	sttH	3.5.2.19		Streptothricin hydrolase
MBNEHJNM_02040	CDS	276				hypothetical protein
MBNEHJNM_02041	CDS	1305	pucK		COG2233	Uric acid permease PucK
MBNEHJNM_02042	CDS	585	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
MBNEHJNM_02043	CDS	1503	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
MBNEHJNM_02044	CDS	1920	dinG_1	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
MBNEHJNM_02045	CDS	192				hypothetical protein
MBNEHJNM_02046	CDS	153				hypothetical protein
MBNEHJNM_02047	CDS	447	yqgA			Cell wall-binding protein YqgA
MBNEHJNM_02048	CDS	1149	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MBNEHJNM_02049	CDS	300	gpsB		COG3599	Cell cycle protein GpsB
MBNEHJNM_02050	CDS	549				hypothetical protein
MBNEHJNM_02051	CDS	237				hypothetical protein
MBNEHJNM_02052	CDS	96				hypothetical protein
MBNEHJNM_02053	CDS	1239				hypothetical protein
MBNEHJNM_02054	CDS	2247	crhR	3.6.4.13		RNA helicase CrhR
MBNEHJNM_02055	CDS	507	crr			PTS system glucose-specific EIIA component
MBNEHJNM_02056	CDS	414				hypothetical protein
MBNEHJNM_02057	CDS	435				hypothetical protein
MBNEHJNM_02058	CDS	183				hypothetical protein
MBNEHJNM_02059	CDS	369	yppE			putative protein YppE
MBNEHJNM_02060	CDS	246				hypothetical protein
MBNEHJNM_02061	CDS	105	sspM			Small, acid-soluble spore protein M
MBNEHJNM_02062	CDS	963				hypothetical protein
MBNEHJNM_02063	CDS	609	recU	3.1.22.-	COG3331	Holliday junction resolvase RecU
MBNEHJNM_02064	CDS	2784	ponA		COG0744	Penicillin-binding protein 1A/1B
MBNEHJNM_02065	CDS	492	ypoC			putative protein YpoC
MBNEHJNM_02066	CDS	660	nth	4.2.99.18	COG0177	Endonuclease III
MBNEHJNM_02067	CDS	699	dnaD		COG3935	DNA replication protein DnaD
MBNEHJNM_02068	CDS	1293	asnS	6.1.1.22		Asparagine--tRNA ligase
MBNEHJNM_02069	CDS	1182		2.6.1.1		Aspartate aminotransferase
MBNEHJNM_02070	CDS	486	ypmB		COG5353	putative protein YpmB
MBNEHJNM_02071	CDS	171				hypothetical protein
MBNEHJNM_02072	CDS	2787	dinG_2	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
MBNEHJNM_02073	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
MBNEHJNM_02074	CDS	861	panC	6.3.2.1		Pantothenate synthetase
MBNEHJNM_02075	CDS	834	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
MBNEHJNM_02076	CDS	978	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MBNEHJNM_02077	CDS	1191	cca	2.7.7.72		CCA-adding enzyme
MBNEHJNM_02078	CDS	1134	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MBNEHJNM_02079	CDS	714	bshB1_1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MBNEHJNM_02080	CDS	414	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
MBNEHJNM_02081	CDS	804	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MBNEHJNM_02082	CDS	336	ypjD		COG1694	putative protein YpjD
MBNEHJNM_02083	CDS	873				hypothetical protein
MBNEHJNM_02084	CDS	1176	oxdC_1	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
MBNEHJNM_02085	CDS	783				hypothetical protein
MBNEHJNM_02086	CDS	594				hypothetical protein
MBNEHJNM_02087	CDS	768	cccA_1			Cytochrome c-551
MBNEHJNM_02088	CDS	675	qcrB		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
MBNEHJNM_02089	CDS	504	petC	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
MBNEHJNM_02090	CDS	447				hypothetical protein
MBNEHJNM_02091	CDS	540				hypothetical protein
MBNEHJNM_02092	CDS	1272	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
MBNEHJNM_02093	CDS	1287	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
MBNEHJNM_02094	CDS	1107	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
MBNEHJNM_02095	CDS	1083	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MBNEHJNM_02096	CDS	798	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MBNEHJNM_02097	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MBNEHJNM_02098	CDS	654	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
MBNEHJNM_02099	CDS	753	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
MBNEHJNM_02100	CDS	1017	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
MBNEHJNM_02101	CDS	1548	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MBNEHJNM_02102	CDS	363	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
MBNEHJNM_02103	CDS	1089	aroB	4.2.3.4		3-dehydroquinate synthase
MBNEHJNM_02104	CDS	1173	aroC	4.2.3.5	COG0082	Chorismate synthase
MBNEHJNM_02105	CDS	912	cheR	2.1.1.80		Chemotaxis protein methyltransferase
MBNEHJNM_02106	CDS	447	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MBNEHJNM_02107	CDS	1050	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
MBNEHJNM_02108	CDS	702	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
MBNEHJNM_02109	CDS	765	hepS	2.5.1.30		Heptaprenyl diphosphate synthase component 1
MBNEHJNM_02110	CDS	228	mtrB			Transcription attenuation protein MtrB
MBNEHJNM_02111	CDS	573	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MBNEHJNM_02112	CDS	279	hupA		COG0776	DNA-binding protein HU 1
MBNEHJNM_02113	CDS	1479	spoIVA	3.6.1.3		Stage IV sporulation protein A
MBNEHJNM_02114	CDS	735				hypothetical protein
MBNEHJNM_02115	CDS	204				hypothetical protein
MBNEHJNM_02116	CDS	1038	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MBNEHJNM_02117	CDS	1311	der		COG1160	GTPase Der
MBNEHJNM_02118	CDS	603				hypothetical protein
MBNEHJNM_02119	CDS	132				hypothetical protein
MBNEHJNM_02120	CDS	1050	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
MBNEHJNM_02121	CDS	1149	ypfD		COG0539	30S ribosomal protein S1 
MBNEHJNM_02122	CDS	675	cmk	2.7.4.25	COG0283	Cytidylate kinase
MBNEHJNM_02123	CDS	177				hypothetical protein
MBNEHJNM_02124	CDS	315	ypfA_1		COG5581	putative protein YpfA
MBNEHJNM_02125	CDS	285	ypfA_2		COG5581	putative protein YpfA
MBNEHJNM_02126	CDS	1350	ypeB			Sporulation protein YpeB
MBNEHJNM_02127	CDS	870	sleB		COG3409	Spore cortex-lytic enzyme
MBNEHJNM_02128	CDS	657	prsW	3.4.-.-	COG2339	Protease PrsW
MBNEHJNM_02129	CDS	984		1.18.1.2	COG0492	Ferredoxin--NADP reductase
MBNEHJNM_02130	CDS	1275	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
MBNEHJNM_02131	CDS	585	mecB		COG4862	Adapter protein MecA 2
MBNEHJNM_02132	CDS	789	ypbG		COG1408	putative protein YpbG
MBNEHJNM_02133	CDS	459				hypothetical protein
MBNEHJNM_02134	CDS	759	ebpS			Elastin-binding protein EbpS
MBNEHJNM_02135	CDS	555				hypothetical protein
MBNEHJNM_02136	CDS	1419	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MBNEHJNM_02137	CDS	1059				hypothetical protein
MBNEHJNM_02138	CDS	249	fer		COG1141	Ferredoxin
MBNEHJNM_02139	CDS	573	fmnP		COG3601	Riboflavin transporter FmnP
MBNEHJNM_02140	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBNEHJNM_02141	CDS	1101	rsiX			Anti-sigma-X factor RsiX
MBNEHJNM_02142	CDS	585	sigX		COG1595	ECF RNA polymerase sigma factor SigX
MBNEHJNM_02143	CDS	1782	resE_2	2.7.13.3		Sensor histidine kinase ResE
MBNEHJNM_02144	CDS	723	srrA_2		COG0745	Transcriptional regulatory protein SrrA
MBNEHJNM_02145	CDS	1176	ccsA_1			Cytochrome c biogenesis protein CcsA
MBNEHJNM_02146	CDS	1629	ccsB			Cytochrome c biogenesis protein CcsB
MBNEHJNM_02147	CDS	540	resA_2			Thiol-disulfide oxidoreductase ResA
MBNEHJNM_02148	CDS	735	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MBNEHJNM_02149	CDS	537	spmB			Spore maturation protein B
MBNEHJNM_02150	CDS	591	spmA		COG2715	Spore maturation protein A
MBNEHJNM_02151	CDS	1152	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
MBNEHJNM_02152	CDS	531				hypothetical protein
MBNEHJNM_02153	CDS	594	scpB		COG1386	Segregation and condensation protein B
MBNEHJNM_02154	CDS	756	scpA		COG1354	Segregation and condensation protein A
MBNEHJNM_02155	CDS	90				hypothetical protein
MBNEHJNM_02156	CDS	522				hypothetical protein
MBNEHJNM_02157	CDS	375	ribT	2.3.1.-		Protein RibT
MBNEHJNM_02158	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MBNEHJNM_02159	CDS	1197	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
MBNEHJNM_02160	CDS	648	ribE	2.5.1.9	COG0307	Riboflavin synthase
MBNEHJNM_02161	CDS	1116	ribD		COG0117	Riboflavin biosynthesis protein RibD
MBNEHJNM_02162	CDS	345				hypothetical protein
MBNEHJNM_02163	CDS	561	sipS	3.4.21.89	COG0681	Signal peptidase I S
MBNEHJNM_02164	CDS	492				hypothetical protein
MBNEHJNM_02165	CDS	432	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MBNEHJNM_02166	CDS	903	ypuA		COG4086	putative protein YpuA
MBNEHJNM_02167	CDS	1320	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MBNEHJNM_02168	CDS	1482	gerXA			Spore germination protein XA
MBNEHJNM_02169	CDS	606				hypothetical protein
MBNEHJNM_02170	CDS	351				hypothetical protein
MBNEHJNM_02171	CDS	1017	spoVAD			Stage V sporulation protein AD
MBNEHJNM_02172	CDS	453				hypothetical protein
MBNEHJNM_02173	CDS	372				hypothetical protein
MBNEHJNM_02174	CDS	621				hypothetical protein
MBNEHJNM_02175	CDS	768	sigF		COG1191	RNA polymerase sigma-F factor
MBNEHJNM_02176	CDS	441	spoIIAB	2.7.11.1	COG2172	Anti-sigma F factor
MBNEHJNM_02177	CDS	354	spoIIAA		COG1366	Anti-sigma F factor antagonist
MBNEHJNM_02178	CDS	1170	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
MBNEHJNM_02179	CDS	819	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
MBNEHJNM_02180	CDS	1185	deoB	5.4.2.7	COG1015	Phosphopentomutase
MBNEHJNM_02181	CDS	891	xerD			Tyrosine recombinase XerD
MBNEHJNM_02182	CDS	228				hypothetical protein
MBNEHJNM_02183	CDS	450	fur		COG0735	Ferric uptake regulation protein
MBNEHJNM_02184	CDS	645	spoIIM		COG1300	Stage II sporulation protein M
MBNEHJNM_02185	CDS	105				hypothetical protein
MBNEHJNM_02186	CDS	228				hypothetical protein
MBNEHJNM_02187	CDS	291				hypothetical protein
MBNEHJNM_02188	CDS	1314		1.1.1.38		NAD-dependent malic enzyme
MBNEHJNM_02189	CDS	1407	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
MBNEHJNM_02190	CDS	1428	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
MBNEHJNM_02191	CDS	990	ansA	3.5.1.1	COG0252	L-asparaginase 1
MBNEHJNM_02192	CDS	354	xre_2		COG1396	HTH-type transcriptional regulator Xre
MBNEHJNM_02193	CDS	1164				hypothetical protein
MBNEHJNM_02194	CDS	558	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
MBNEHJNM_02195	CDS	123				hypothetical protein
MBNEHJNM_02196	CDS	921	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
MBNEHJNM_02197	CDS	228				hypothetical protein
MBNEHJNM_02198	CDS	915			COG1073	putative protein
MBNEHJNM_02199	CDS	240				hypothetical protein
MBNEHJNM_02200	CDS	363				hypothetical protein
MBNEHJNM_02201	CDS	951	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
MBNEHJNM_02202	CDS	345	yqjZ		COG2329	putative protein YqjZ
MBNEHJNM_02203	CDS	471	yqjY			putative protein YqjY
MBNEHJNM_02204	CDS	1227	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
MBNEHJNM_02205	CDS	345				hypothetical protein
MBNEHJNM_02206	CDS	210				hypothetical protein
MBNEHJNM_02207	CDS	1083			COG0628	Putative transport protein
MBNEHJNM_02208	CDS	168				hypothetical protein
MBNEHJNM_02209	CDS	393				hypothetical protein
MBNEHJNM_02210	CDS	960	coaA	2.7.1.33	COG1072	Pantothenate kinase
MBNEHJNM_02211	CDS	1350	dsdA	4.3.1.18	COG3048	D-serine dehydratase
MBNEHJNM_02212	CDS	777		1.-.-.-		putative oxidoreductase
MBNEHJNM_02213	CDS	957	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
MBNEHJNM_02214	CDS	840	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MBNEHJNM_02215	CDS	747	pksI_2	4.-.-.-	COG1024	Putative polyketide biosynthesis enoyl-CoA isomerase PksI
MBNEHJNM_02216	CDS	1248	pksG_2	2.3.3.-	COG3425	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
MBNEHJNM_02217	CDS	1155	yjiB_2	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
MBNEHJNM_02218	CDS	6216	pksL_5		COG3321	Polyketide synthase PksL
MBNEHJNM_02219	CDS	6153	pksN_3	2.3.1.-	COG1020	Polyketide synthase PksN
MBNEHJNM_02220	CDS	7719	pksJ_5		COG0318	Polyketide synthase PksJ
MBNEHJNM_02221	CDS	15615	pksN_4	2.3.1.-	COG1020	Polyketide synthase PksN
MBNEHJNM_02222	CDS	5727	pksL_6		COG3321	Polyketide synthase PksL
MBNEHJNM_02223	CDS	6297	pksJ_6		COG0318	Polyketide synthase PksJ
MBNEHJNM_02224	CDS	12591	pksN_5	2.3.1.-	COG1020	Polyketide synthase PksN
MBNEHJNM_02225	CDS	738	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBNEHJNM_02226	CDS	1365	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
MBNEHJNM_02227	CDS	273	acpP			Acyl carrier protein
MBNEHJNM_02228	CDS	981				hypothetical protein
MBNEHJNM_02229	CDS	2259	pksE		COG0331	Polyketide biosynthesis protein PksE
MBNEHJNM_02230	CDS	531	nusG_2		COG0250	Transcription termination/antitermination protein NusG
MBNEHJNM_02231	CDS	879	cmpR_1			HTH-type transcriptional activator CmpR
MBNEHJNM_02232	CDS	324				hypothetical protein
MBNEHJNM_02233	CDS	1017	namA	1.6.99.1	COG1902	NADPH dehydrogenase
MBNEHJNM_02234	CDS	774	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
MBNEHJNM_02235	CDS	927	rnz	3.1.26.11	COG1234	Ribonuclease Z
MBNEHJNM_02236	CDS	1470	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MBNEHJNM_02237	CDS	1410	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
MBNEHJNM_02238	CDS	1245	dinB_3	2.7.7.7	COG0389	DNA polymerase IV
MBNEHJNM_02239	CDS	282	mifM			Membrane protein insertion and folding monitor
MBNEHJNM_02240	CDS	837	misCB		COG0706	Membrane protein insertase MisCB
MBNEHJNM_02241	CDS	1116	pepT_1	3.4.11.4	COG2195	Peptidase T
MBNEHJNM_02242	CDS	1524	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
MBNEHJNM_02243	CDS	429				hypothetical protein
MBNEHJNM_02244	CDS	96				hypothetical protein
MBNEHJNM_02245	CDS	531	ykuD_2	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
MBNEHJNM_02246	CDS	954				hypothetical protein
MBNEHJNM_02247	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
MBNEHJNM_02248	CDS	660	artQ		COG0765	Arginine transport system permease protein ArtQ
MBNEHJNM_02249	CDS	768	artP		COG0834	Arginine-binding extracellular protein ArtP
MBNEHJNM_02250	CDS	438				hypothetical protein
MBNEHJNM_02251	CDS	897	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
MBNEHJNM_02252	CDS	1263	pdhC_3	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MBNEHJNM_02253	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
MBNEHJNM_02254	CDS	993	bfmBAA	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
MBNEHJNM_02255	CDS	1422	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MBNEHJNM_02256	CDS	1110	buk2	2.7.2.7	COG3426	Butyrate kinase 2
MBNEHJNM_02257	CDS	1095	ldh_2	1.4.1.9	COG0334	Leucine dehydrogenase
MBNEHJNM_02258	CDS	894	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
MBNEHJNM_02259	CDS	2070	rocR_1		COG3829	Arginine utilization regulatory protein RocR
MBNEHJNM_02260	CDS	243				hypothetical protein
MBNEHJNM_02261	CDS	906	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
MBNEHJNM_02262	CDS	1428	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
MBNEHJNM_02263	CDS	1098	mmgD	2.3.3.5	COG0372	2-methylcitrate synthase
MBNEHJNM_02264	CDS	1134	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MBNEHJNM_02265	CDS	852	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
MBNEHJNM_02266	CDS	1182	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
